MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,RainToday,RainTomorrow,Temp_Media,Pressure_Media,WindSpeed_Media,Cloud_Media,Humidity_Media,Season
10.3,14.0,17.4,3.6,3.1,44.0,Yes,No,12.5,1020.9,12.0,4.5,72.0,Autumn
3.0,14.9,0.4,1.8,7.9,24.0,No,No,9.75,1029.4,7.0,2.5,78.0,Autumn
2.4,13.7,0.0,1.6,6.6,31.0,No,No,8.6,1025.35,11.0,7.0,78.5,Autumn
3.1,15.7,0.0,2.0,6.5,43.0,No,No,12.25,1017.95,17.0,5.0,71.5,Autumn
9.7,14.0,0.0,3.2,0.0,31.0,No,No,13.1,1017.7,12.0,7.0,78.5,Autumn
7.8,12.6,0.8,0.4,0.0,19.0,No,Yes,10.6,1010.15,4.5,8.0,100.0,Autumn
8.7,11.9,8.4,1.0,0.0,37.0,Yes,Yes,11.65,1008.85,14.0,8.0,100.0,Autumn
10.3,13.1,7.6,2.4,0.2,46.0,Yes,No,11.5,1013.65,15.0,7.0,84.5,Autumn
6.9,13.7,0.2,1.2,2.0,30.0,No,No,9.9,1020.7,4.5,7.0,84.0,Autumn
6.9,13.2,0.0,0.6,5.9,28.0,No,No,9.75,1020.15,8.5,5.0,83.5,Autumn
4.7,11.5,0.2,1.4,0.1,20.0,No,Yes,9.55,1015.2,10.0,7.0,94.5,Autumn
7.6,14.5,2.2,1.8,5.1,26.0,Yes,No,10.75,1018.9,10.5,5.5,86.0,Autumn
-0.1,13.9,0.2,1.0,8.0,20.0,No,No,7.5,1026.55,8.0,1.5,78.0,Autumn
-0.7,14.6,0.0,1.0,8.6,20.0,No,No,7.85,1024.15,6.5,3.5,76.0,Autumn
-0.5,14.5,0.2,1.4,9.0,17.0,No,No,8.15,1020.85,6.5,2.5,70.5,Winter
-0.2,15.3,0.2,0.8,9.0,17.0,No,No,8.2,1025.4,1.0,1.0,72.5,Winter
-1.3,13.8,0.0,1.8,9.0,15.0,No,No,7.3,1030.3,7.5,1.0,79.0,Winter
-1.0,10.0,0.2,0.8,1.3,48.0,No,No,5.4,1028.1,2.0,7.5,99.0,Winter
1.3,16.4,0.0,0.2,7.2,17.0,No,No,15.8,1024.75,3.0,4.0,57.0,Winter
-0.3,17.0,0.2,1.4,8.5,15.0,No,No,9.2,1022.75,4.5,0.5,75.5,Winter
1.1,17.8,0.0,1.6,4.6,24.0,No,No,10.9,1021.85,9.0,6.5,75.5,Winter
4.2,16.7,0.0,1.0,7.5,17.0,No,No,10.9,1024.15,5.5,3.5,78.0,Winter
5.5,13.2,0.2,1.4,3.2,13.0,No,No,12.1,1027.55,3.0,5.0,89.0,Winter
3.1,18.4,0.2,1.0,6.1,28.0,No,No,16.4,1026.05,8.0,4.5,61.0,Winter
5.5,16.9,0.0,2.2,0.9,39.0,No,Yes,14.8,1022.5,14.0,7.0,68.5,Winter
11.8,18.2,1.4,2.0,8.2,44.0,Yes,No,15.1,1021.9,18.5,6.5,63.5,Winter
9.6,15.4,0.0,3.0,9.1,52.0,No,No,12.85,1020.3,22.5,1.0,65.5,Winter
10.1,16.2,0.0,4.0,4.3,69.0,No,No,13.55,1006.15,28.5,3.5,57.0,Winter
7.7,12.7,0.0,4.2,7.3,54.0,No,No,10.25,1009.0,16.0,4.0,56.5,Winter
8.4,14.4,0.0,3.4,4.6,44.0,No,Yes,11.2,1016.75,18.0,4.0,67.5,Winter
4.4,12.8,1.4,1.2,4.0,35.0,Yes,Yes,9.6,1024.9,10.5,3.5,84.0,Winter
1.8,14.1,4.4,1.0,7.6,19.0,Yes,No,8.05,1032.85,4.0,3.5,82.5,Winter
0.3,13.6,0.0,2.6,8.2,13.0,No,No,7.5,1035.25,6.0,2.5,77.0,Winter
0.3,15.6,0.0,1.8,9.5,44.0,No,No,8.8,1031.65,6.5,1.0,72.5,Winter
1.1,15.3,0.2,2.2,3.3,19.0,No,No,8.95,1032.3,6.0,7.5,79.0,Winter
2.0,17.3,0.0,1.2,6.1,17.0,No,No,10.4,1028.6,8.0,4.0,80.0,Winter
4.9,14.9,0.0,2.0,0.0,20.0,No,Yes,11.45,1025.3,8.0,7.5,92.5,Winter
9.2,15.9,10.0,1.4,0.0,43.0,Yes,No,14.8,1018.25,13.5,7.5,79.5,Winter
12.2,18.5,0.4,1.2,5.7,33.0,No,No,14.8,1019.2,9.0,5.0,79.0,Winter
8.0,17.0,0.0,1.4,4.9,30.0,No,No,12.8,1022.0,6.5,4.5,80.5,Winter
7.6,18.2,0.0,1.8,3.8,24.0,No,No,13.05,1018.75,9.0,6.5,80.5,Winter
9.6,22.1,0.0,1.6,5.5,80.0,No,Yes,19.6,1008.5,15.0,6.5,60.5,Winter
13.5,15.8,5.0,4.4,7.4,57.0,Yes,Yes,14.2,1003.5,25.5,5.5,74.0,Winter
7.3,9.6,9.2,3.2,0.0,35.0,Yes,Yes,7.3,1003.3,5.5,7.0,94.5,Winter
4.9,9.3,8.2,1.4,8.4,54.0,Yes,No,7.1,1011.45,21.5,3.0,77.0,Winter
5.6,13.3,0.0,1.4,4.9,39.0,No,Yes,10.2,1015.35,17.5,6.0,69.0,Winter
7.9,12.7,4.0,2.0,0.9,43.0,Yes,No,10.55,1024.95,15.0,7.0,83.0,Winter
9.1,13.3,0.0,0.6,0.8,24.0,No,No,11.5,1031.6,13.0,7.0,67.0,Winter
1.6,12.0,0.0,2.0,3.3,48.0,No,Yes,7.25,1026.65,13.0,7.0,81.5,Winter
2.9,14.1,2.0,2.2,6.3,39.0,Yes,No,11.05,1025.3,13.0,5.0,83.5,Winter
6.4,14.5,0.0,2.2,4.0,33.0,No,No,11.5,1025.35,10.5,6.0,71.5,Winter
9.5,18.8,0.0,4.4,1.6,39.0,No,Yes,15.8,1018.2,18.0,7.0,45.5,Winter
11.9,17.7,2.0,2.8,9.6,44.0,Yes,Yes,15.4,1016.75,18.0,1.0,70.0,Winter
9.3,14.3,1.6,2.2,7.6,28.0,Yes,No,11.9,1022.1,8.5,3.5,74.5,Winter
0.1,14.6,0.0,2.4,8.8,15.0,No,No,8.3,1024.55,6.5,4.5,76.5,Winter
2.6,13.4,0.0,2.0,8.2,31.0,No,No,10.55,1021.2,12.0,4.0,69.0,Winter
6.9,14.0,0.0,3.8,5.0,56.0,No,Yes,11.6,1010.5,22.5,5.0,65.5,Winter
6.6,11.9,2.2,2.2,2.3,56.0,Yes,Yes,10.35,1010.25,27.0,7.0,72.0,Winter
7.2,13.3,5.4,1.2,5.7,35.0,Yes,No,10.7,1013.25,8.5,7.0,72.5,Winter
9.3,15.1,1.0,2.2,2.7,69.0,No,Yes,12.75,1010.8,15.0,6.5,73.0,Winter
9.9,15.4,4.4,3.6,6.1,56.0,Yes,No,13.25,1007.9,19.5,3.0,58.0,Winter
4.2,13.6,0.0,2.2,2.5,37.0,No,Yes,11.15,1009.65,11.0,7.0,68.5,Winter
5.6,13.7,13.6,2.2,7.1,30.0,Yes,Yes,9.75,1017.15,11.0,3.0,78.0,Winter
5.7,11.7,6.0,4.4,0.4,65.0,Yes,No,9.35,1011.25,18.5,7.5,85.0,Winter
7.9,17.1,0.0,2.0,9.5,35.0,No,No,13.5,1016.25,13.0,2.0,62.0,Winter
7.8,15.7,0.0,2.6,8.1,46.0,No,No,12.95,1013.45,19.5,5.0,68.0,Winter
10.7,13.8,0.0,2.6,9.2,91.0,No,No,12.95,1002.6,28.0,3.5,59.5,Winter
7.3,15.1,0.8,4.0,10.1,54.0,No,No,12.3,1010.95,19.5,3.0,58.5,Winter
10.4,13.5,0.0,4.0,2.6,76.0,No,Yes,10.1,1004.95,25.0,7.0,76.0,Winter
6.0,16.7,3.0,3.0,7.8,39.0,Yes,No,12.95,1019.7,12.0,3.5,61.5,Winter
9.1,16.4,0.0,4.4,8.0,76.0,No,No,13.75,1009.95,22.5,3.5,49.5,Winter
8.3,15.0,0.4,4.8,6.3,59.0,No,No,11.85,1007.3,18.5,5.0,63.0,Winter
9.8,17.2,0.4,4.0,6.9,61.0,No,No,14.45,1004.15,29.0,4.5,61.0,Winter
6.2,12.0,0.0,4.8,8.3,56.0,No,No,9.75,1009.95,20.5,5.0,59.5,Winter
4.2,11.7,0.6,3.4,6.7,50.0,No,No,9.15,1015.55,17.0,5.5,70.5,Winter
5.4,13.8,0.8,2.0,7.2,43.0,No,No,10.5,1014.1,15.0,4.5,65.5,Winter
8.7,14.7,0.0,2.8,3.8,43.0,No,Yes,12.35,1008.1,18.0,6.5,61.0,Winter
10.1,14.0,4.2,3.0,0.2,52.0,Yes,No,12.65,1009.55,17.5,7.5,82.0,Winter
9.9,16.3,0.6,2.0,1.7,28.0,No,No,13.8,1022.35,5.5,7.0,81.5,Winter
11.3,16.1,0.0,1.6,3.2,35.0,No,No,14.4,1023.25,17.0,5.0,58.0,Winter
8.9,18.5,0.0,2.8,6.9,35.0,No,No,14.8,1023.05,13.0,6.5,68.5,Winter
6.1,19.8,0.0,3.0,8.1,33.0,No,No,15.35,1019.1,10.5,7.0,75.0,Winter
9.4,21.4,0.0,3.8,7.4,30.0,No,No,17.0,1017.9,12.0,6.0,69.5,Winter
11.9,22.7,0.0,4.0,3.4,57.0,No,Yes,19.85,1008.8,16.0,7.0,45.5,Winter
13.6,18.2,2.2,6.6,3.8,43.0,Yes,Yes,16.3,1011.6,19.5,6.0,62.0,Winter
8.8,21.6,3.4,3.2,9.9,44.0,Yes,No,16.85,1019.25,14.5,1.0,67.5,Winter
12.9,23.5,0.0,6.4,10.2,48.0,No,No,20.7,1022.85,21.5,5.0,43.5,Winter
12.2,22.5,0.0,6.6,10.3,30.0,No,No,18.2,1030.1,11.0,1.0,74.0,Winter
7.5,24.9,0.0,2.4,9.1,17.0,No,No,18.05,1030.45,6.5,4.0,75.5,Winter
11.3,25.2,0.0,4.0,4.9,48.0,No,No,21.8,1024.3,18.0,6.0,48.0,Winter
18.7,19.5,0.0,8.2,0.0,43.0,No,Yes,16.8,1023.75,7.5,8.0,77.5,Winter
10.5,14.6,3.4,0.0,0.0,20.0,Yes,No,13.05,1026.25,3.5,7.5,78.5,Winter
7.5,18.6,0.0,2.2,5.8,39.0,No,No,12.5,1025.0,12.0,7.0,83.0,Winter
6.1,18.3,0.0,1.8,8.3,24.0,No,No,12.7,1026.15,7.5,4.5,76.0,Winter
9.0,24.4,0.0,5.2,4.7,65.0,No,No,20.65,1007.6,22.0,6.0,35.5,Winter
10.8,16.3,0.0,8.0,5.5,54.0,No,No,13.15,1007.1,22.0,7.0,66.5,Winter
9.1,17.0,0.0,3.4,6.4,43.0,No,Yes,13.95,1010.95,20.5,4.0,54.0,Winter
6.6,13.8,1.2,3.8,8.4,43.0,Yes,Yes,10.4,1017.65,11.0,4.0,71.0,Winter
0.9,15.4,4.6,3.0,2.4,28.0,Yes,No,10.8,1016.55,8.5,7.0,53.0,Winter
7.1,18.6,0.0,2.6,3.0,19.0,No,No,14.1,1014.2,3.0,7.0,62.5,Winter
7.9,21.3,0.0,1.6,8.3,33.0,No,Yes,16.7,1014.9,10.5,6.0,65.5,Winter
11.4,16.2,2.0,5.6,0.8,52.0,Yes,Yes,14.3,1006.65,13.0,7.0,84.0,Winter
11.4,18.7,24.4,3.4,4.2,22.0,Yes,No,17.1,1002.15,6.5,6.0,75.0,Winter
11.8,18.7,0.0,1.0,2.9,52.0,No,Yes,16.25,997.85,15.5,7.0,69.5,Winter
9.4,16.4,10.6,4.4,2.0,46.0,Yes,Yes,12.8,1005.9,15.0,7.0,65.0,Winter
8.8,17.1,2.8,2.8,3.7,43.0,Yes,Yes,13.3,1008.85,15.0,7.0,75.5,Winter
4.0,18.2,2.2,2.8,7.8,37.0,Yes,No,13.55,1014.3,12.0,7.0,79.5,Winter
9.1,21.6,0.6,4.4,8.9,22.0,No,No,16.95,1010.85,4.0,4.5,71.0,Winter
6.3,23.2,0.2,3.2,6.2,43.0,No,No,19.05,1004.25,10.0,4.5,60.0,Spring
13.3,23.6,0.0,7.6,8.9,46.0,No,No,20.3,1002.8,14.5,6.5,39.5,Spring
16.4,23.5,0.0,6.4,10.1,41.0,No,Yes,21.25,1004.6,18.5,2.5,45.0,Spring
10.8,15.3,20.6,8.4,8.3,93.0,Yes,No,13.65,1006.65,34.5,6.0,53.5,Spring
4.1,19.0,0.4,4.2,10.6,50.0,No,Yes,15.65,1014.5,22.5,4.0,49.5,Spring
6.6,15.3,2.8,5.2,6.2,70.0,Yes,No,12.35,1011.2,24.0,7.0,61.0,Spring
4.1,20.3,0.2,4.2,9.3,50.0,No,No,16.85,1013.25,23.0,7.0,54.5,Spring
14.1,24.0,0.0,8.4,0.6,69.0,No,Yes,21.7,1004.2,26.0,7.0,32.5,Spring
10.4,15.7,3.2,5.0,8.3,87.0,Yes,No,13.1,1004.3,23.5,4.0,63.0,Spring
9.0,16.4,1.0,5.6,4.7,78.0,No,Yes,12.75,1004.15,29.0,7.0,72.0,Spring
7.1,14.7,2.2,4.6,8.2,41.0,Yes,No,11.15,1019.75,15.5,6.0,76.5,Spring
3.3,19.8,0.8,3.2,11.2,41.0,No,No,15.2,1020.25,14.5,4.5,56.5,Spring
11.7,24.0,0.0,7.4,5.8,57.0,No,No,20.1,1009.55,20.5,4.0,39.5,Spring
12.2,16.7,0.0,3.8,3.2,44.0,No,Yes,14.3,1008.7,12.0,7.0,69.0,Spring
7.4,16.8,2.6,3.4,7.5,24.0,Yes,No,12.2,1014.35,9.5,4.5,76.5,Spring
9.3,20.5,0.6,3.0,10.3,24.0,No,No,15.85,1017.3,10.0,1.0,66.0,Spring
9.4,26.4,0.2,6.6,8.0,63.0,No,No,21.1,1011.0,27.0,5.5,44.0,Spring
14.8,16.6,0.0,10.2,0.9,56.0,No,Yes,14.7,1005.0,12.0,7.5,95.5,Spring
8.7,20.4,6.6,0.8,10.3,37.0,Yes,No,15.2,1015.15,12.0,3.5,59.0,Spring
7.8,24.1,0.0,4.8,12.2,52.0,No,No,19.55,1010.2,21.5,0.5,46.5,Spring
8.5,16.1,0.0,8.4,2.9,70.0,No,Yes,14.25,1003.05,12.5,6.5,72.5,Spring
5.9,14.2,8.8,2.6,8.1,50.0,Yes,Yes,10.35,1019.55,10.0,6.0,84.0,Spring
7.7,18.6,3.8,2.8,11.8,41.0,Yes,No,14.9,1019.95,17.5,3.5,56.0,Spring
12.1,26.2,0.0,6.6,5.3,69.0,No,Yes,20.75,1005.95,34.0,7.0,29.5,Spring
9.6,15.1,1.6,9.0,10.8,78.0,Yes,Yes,12.3,1008.1,22.0,2.0,60.0,Spring
4.7,21.0,2.8,7.6,12.7,57.0,Yes,No,15.6,1022.85,23.5,1.0,44.0,Spring
7.5,25.7,0.2,10.0,12.6,50.0,No,No,22.15,1021.2,18.5,2.0,25.5,Spring
12.7,31.9,0.0,11.2,7.8,61.0,No,No,26.2,1011.7,26.0,5.5,27.5,Spring
13.8,18.4,0.0,9.6,0.0,46.0,No,No,14.6,1015.25,16.0,8.0,98.0,Spring
11.2,18.1,0.4,1.2,0.0,39.0,No,Yes,13.5,1011.15,11.0,8.0,86.0,Spring
12.3,15.9,23.2,2.4,3.2,59.0,Yes,Yes,12.35,1008.2,25.5,7.5,99.5,Spring
6.3,14.7,5.0,2.4,9.5,61.0,Yes,No,11.6,1019.25,24.0,3.5,58.5,Spring
4.5,15.4,0.0,3.4,3.6,37.0,No,No,12.3,1023.45,12.0,7.0,64.5,Spring
8.8,16.0,0.6,3.2,3.9,33.0,No,Yes,13.75,1024.1,11.0,7.0,67.0,Spring
8.5,17.1,1.2,2.8,3.6,24.0,Yes,No,14.2,1023.6,6.5,7.0,75.5,Spring
9.5,19.7,0.0,3.8,3.6,31.0,No,Yes,15.05,1014.45,6.0,7.0,81.0,Spring
10.5,16.5,1.6,2.4,5.7,44.0,Yes,No,13.65,1017.8,20.5,6.0,60.0,Spring
11.1,18.5,0.0,3.8,2.3,30.0,No,No,14.45,1021.7,9.0,6.5,67.5,Spring
10.5,18.2,0.0,3.0,6.9,35.0,No,No,14.5,1023.8,13.5,4.0,64.5,Spring
5.9,24.6,0.2,4.6,11.1,28.0,No,No,18.15,1019.95,8.0,6.0,59.0,Spring
9.9,27.5,0.0,4.6,11.4,30.0,No,No,22.55,1014.45,5.5,2.0,51.0,Spring
11.9,16.3,0.0,6.8,9.0,61.0,No,Yes,14.0,1018.95,30.5,7.0,57.5,Spring
7.7,16.4,1.8,4.8,12.0,41.0,Yes,No,13.1,1029.05,20.5,4.0,58.0,Spring
4.2,26.0,0.0,5.6,12.4,20.0,No,No,18.05,1025.75,8.0,1.0,48.5,Spring
8.0,29.2,0.0,8.0,11.2,44.0,No,No,24.0,1016.35,13.0,0.0,38.0,Spring
14.6,26.7,0.0,14.2,0.4,35.0,No,No,21.85,1010.4,14.0,7.0,53.5,Spring
13.5,19.1,0.0,3.6,0.9,50.0,No,Yes,15.45,1006.85,10.5,7.5,99.0,Spring
9.5,16.1,4.4,1.8,4.2,52.0,Yes,Yes,12.85,1015.65,25.0,6.5,76.0,Spring
7.8,17.9,1.4,3.4,6.9,41.0,Yes,No,15.05,1021.6,16.0,7.0,56.5,Spring
7.6,19.7,0.0,5.8,5.3,43.0,No,No,15.5,1022.7,15.5,5.0,59.5,Spring
11.4,16.1,0.2,3.8,0.3,33.0,No,Yes,14.55,1016.1,14.0,7.5,85.0,Spring
9.4,13.9,17.2,3.6,0.0,44.0,Yes,Yes,11.2,1013.35,16.0,8.0,98.0,Spring
10.4,16.6,9.6,2.6,3.1,35.0,Yes,No,13.1,1017.55,16.0,7.0,79.0,Spring
9.9,17.1,0.8,3.4,7.6,41.0,No,No,14.25,1019.5,15.5,6.0,80.0,Spring
7.2,19.5,0.0,4.4,3.6,39.0,No,No,15.9,1018.3,16.0,6.0,74.0,Spring
6.6,21.5,0.2,4.2,13.1,33.0,No,No,16.35,1018.5,8.5,3.0,71.0,Spring
10.0,26.9,0.0,4.6,11.4,24.0,No,No,20.65,1014.1,6.5,1.0,61.0,Spring
11.7,30.8,0.0,8.0,12.2,50.0,No,No,27.45,1007.6,19.5,7.0,31.0,Spring
13.3,19.5,0.0,8.4,0.5,35.0,No,No,16.1,1011.3,15.0,8.0,70.0,Spring
11.2,24.6,0.0,3.4,10.3,37.0,No,No,18.55,1007.6,7.5,5.0,71.0,Spring
12.7,22.6,0.0,6.2,9.5,39.0,No,Yes,17.2,1007.9,14.0,5.5,60.5,Spring
11.3,19.5,3.8,5.4,5.3,35.0,Yes,Yes,14.8,1006.85,13.5,7.0,90.5,Spring
11.4,18.5,5.0,4.4,4.8,41.0,Yes,No,13.95,1010.5,16.5,7.0,89.0,Spring
12.1,22.5,0.6,3.8,12.0,37.0,No,No,19.4,1013.35,13.0,4.0,57.5,Spring
7.1,28.7,0.0,6.8,10.8,31.0,No,No,21.65,1014.45,7.0,7.0,53.5,Spring
12.4,32.4,0.0,6.6,9.5,31.0,No,No,26.3,1012.65,12.0,7.0,44.0,Spring
21.2,23.5,0.0,13.0,0.0,52.0,No,Yes,19.95,1005.95,8.5,7.5,61.0,Spring
11.3,18.0,9.6,2.4,2.4,48.0,Yes,No,15.4,1014.85,20.5,7.0,58.0,Spring
10.5,21.0,0.4,3.0,10.3,35.0,No,No,17.0,1020.9,11.0,4.0,58.5,Spring
7.3,30.8,0.2,6.6,10.3,44.0,No,No,22.4,1019.1,9.5,7.0,51.5,Spring
16.2,34.9,0.0,12.0,10.1,50.0,No,No,30.2,1014.2,23.0,3.0,23.5,Spring
14.5,27.7,0.0,12.0,7.1,31.0,No,Yes,23.3,1008.9,9.5,3.0,62.0,Spring
16.6,20.9,11.0,5.6,1.7,44.0,Yes,Yes,17.15,1001.45,14.0,8.0,88.5,Spring
8.9,15.2,10.4,4.4,4.9,61.0,Yes,Yes,12.3,1002.5,23.0,7.0,70.5,Spring
6.0,19.1,7.8,2.0,8.9,35.0,Yes,No,14.5,1017.7,12.0,5.0,56.5,Spring
9.6,25.5,0.0,4.0,12.6,26.0,No,No,19.05,1020.0,7.5,2.0,48.5,Spring
12.5,28.5,0.0,7.8,2.6,54.0,No,No,24.55,1010.1,14.0,7.0,36.0,Spring
15.3,18.3,0.6,5.8,1.7,43.0,No,Yes,15.3,1004.8,12.0,8.0,100.0,Spring
11.7,20.9,8.8,4.2,8.9,44.0,Yes,No,16.45,1007.6,18.5,5.0,50.0,Spring
12.8,20.4,0.8,5.8,7.3,46.0,No,Yes,15.85,1009.5,18.0,5.5,66.5,Spring
8.4,24.0,1.8,4.4,12.8,31.0,Yes,No,18.8,1011.85,14.0,4.5,52.0,Spring
14.3,24.0,0.0,7.2,5.2,41.0,No,No,19.5,1013.5,7.0,7.0,64.0,Spring
13.3,20.3,0.0,5.0,8.9,39.0,No,No,17.5,1019.6,15.5,6.5,50.5,Spring
11.7,22.6,0.0,6.2,8.4,31.0,No,No,18.9,1020.45,11.0,6.5,56.5,Spring
13.4,23.1,0.0,5.0,8.9,33.0,No,No,18.55,1020.9,12.0,6.5,66.0,Spring
12.7,23.5,0.0,5.8,9.5,35.0,No,No,18.45,1021.15,12.5,4.5,73.5,Spring
12.8,28.8,0.0,5.6,9.8,48.0,No,No,21.45,1020.5,10.5,4.5,68.5,Spring
14.6,39.9,0.0,7.6,11.5,43.0,No,No,32.1,1012.65,12.0,7.0,39.0,Spring
18.0,26.3,0.0,13.2,11.1,56.0,No,No,23.5,1012.9,19.5,4.0,63.0,Spring
14.3,20.7,0.0,8.4,0.0,31.0,No,No,17.85,1014.8,14.0,8.0,73.5,Spring
15.5,28.1,0.2,1.6,0.0,30.0,No,Yes,22.15,1007.3,10.0,8.0,76.5,Summer
14.2,17.1,1.2,3.4,0.5,39.0,Yes,Yes,14.75,1012.6,17.0,8.0,87.5,Summer
11.6,23.4,2.0,2.0,12.4,24.0,Yes,No,18.15,1019.15,11.0,2.5,51.5,Summer
9.7,31.5,0.0,6.8,12.7,33.0,No,No,22.95,1013.3,7.5,5.0,47.5,Summer
15.0,29.6,0.0,11.6,9.2,43.0,No,No,24.3,1009.7,7.5,5.0,44.5,Summer
15.6,23.3,0.0,7.6,9.1,37.0,No,No,19.65,1013.25,12.0,6.5,63.0,Summer
13.3,36.8,0.0,5.4,12.4,76.0,No,No,28.0,1002.55,17.0,3.5,39.5,Summer
13.3,21.4,0.0,14.4,13.2,44.0,No,No,17.5,1017.15,22.0,4.0,42.0,Summer
7.4,22.5,0.0,7.4,13.7,31.0,No,No,18.3,1015.7,13.0,1.0,45.5,Summer
8.6,25.7,0.0,7.0,13.5,31.0,No,No,19.65,1015.9,10.0,4.0,48.0,Summer
12.8,26.1,0.0,10.6,0.0,52.0,No,Yes,20.3,1006.85,8.0,8.0,48.0,Summer
13.8,24.2,6.8,5.8,8.9,31.0,Yes,No,19.45,1008.35,16.0,7.0,54.5,Summer
11.3,24.1,0.0,6.2,10.5,50.0,No,No,18.5,1003.15,15.5,3.0,63.0,Summer
12.1,21.2,0.0,7.8,3.8,46.0,No,No,17.35,1006.95,18.0,7.0,57.0,Summer
8.0,27.3,0.2,5.8,12.0,81.0,No,No,21.45,1004.3,27.5,2.5,39.0,Summer
11.6,20.0,0.4,11.2,5.3,54.0,No,No,15.7,1016.55,22.0,6.5,53.5,Summer
12.8,19.7,0.0,6.6,7.0,39.0,No,No,16.15,1023.3,19.5,7.0,48.5,Summer
7.5,27.8,0.0,5.0,12.5,35.0,No,No,20.4,1020.65,13.0,5.0,50.0,Summer
11.4,32.8,0.0,8.0,11.3,28.0,No,No,25.25,1018.65,9.0,3.5,46.5,Summer
18.4,34.7,0.0,12.8,10.8,43.0,No,No,28.95,1016.95,13.0,3.0,36.0,Summer
17.1,25.2,0.0,12.2,6.7,33.0,No,No,19.85,1019.2,11.0,5.0,69.0,Summer
15.5,24.3,0.0,5.4,8.5,31.0,No,No,19.85,1021.0,14.0,4.0,63.0,Summer
13.1,37.6,0.0,6.4,11.6,26.0,No,No,26.35,1016.05,7.5,0.5,54.5,Summer
16.5,43.1,0.0,10.2,12.4,56.0,No,No,36.4,1012.0,14.5,0.5,26.5,Summer
28.0,42.8,0.0,22.8,8.6,50.0,No,No,36.2,1014.0,16.0,6.5,23.5,Summer
24.9,43.9,0.2,13.0,9.1,35.0,No,No,36.55,1013.35,7.5,3.0,26.0,Summer
22.9,43.8,0.0,17.4,10.2,52.0,No,No,38.7,1007.45,15.0,1.0,13.0,Summer
20.4,26.4,0.0,16.0,3.4,37.0,No,No,21.8,1012.7,14.5,7.0,68.5,Summer
14.5,23.4,0.0,6.6,8.9,43.0,No,No,19.35,1013.5,16.5,5.5,56.5,Summer
16.5,26.3,0.0,7.8,4.7,46.0,No,No,21.5,1010.45,20.5,5.5,63.5,Summer
15.8,23.6,0.0,7.4,6.3,41.0,No,No,19.55,1013.25,17.5,6.5,55.5,Summer
15.6,26.1,0.0,7.2,11.5,39.0,No,No,20.2,1020.4,13.0,3.0,48.0,Summer
9.5,35.4,0.0,7.4,12.5,31.0,No,No,24.45,1017.25,10.5,0.5,45.0,Summer
16.1,23.3,0.6,8.4,4.1,44.0,No,Yes,19.75,1009.6,13.0,6.5,80.0,Summer
13.9,21.3,6.0,4.8,9.2,44.0,Yes,No,17.95,1019.45,21.0,6.5,45.0,Summer
9.7,30.3,0.0,6.8,13.5,26.0,No,No,21.65,1021.5,7.5,0.5,45.0,Summer
14.7,35.0,0.0,8.0,13.4,52.0,No,No,29.5,1017.25,14.0,1.0,31.0,Summer
21.2,41.8,0.0,20.0,12.9,59.0,No,No,34.7,1011.05,25.0,0.5,22.5,Summer
15.8,25.8,0.2,16.8,7.7,37.0,No,No,20.6,1017.85,11.0,4.0,71.5,Summer
13.4,33.4,0.0,6.8,10.5,31.0,No,No,24.9,1014.55,13.0,4.5,53.5,Summer
17.0,30.0,0.0,7.2,10.8,35.0,No,No,24.4,1013.05,14.0,3.5,63.5,Summer
17.9,36.1,0.0,8.0,10.8,28.0,No,No,27.25,1010.2,12.0,4.0,53.5,Summer
15.0,42.1,0.0,8.8,12.4,24.0,No,No,30.45,1009.05,9.5,0.5,45.0,Summer
20.3,37.1,0.0,14.2,1.6,54.0,No,No,24.6,1009.7,15.0,7.0,56.0,Summer
11.5,26.2,0.6,7.6,12.0,54.0,No,No,20.95,1020.75,18.0,2.0,48.0,Summer
10.2,31.8,0.0,9.4,12.8,33.0,No,No,23.0,1019.3,7.5,0.5,44.0,Summer
14.5,36.1,0.0,10.4,11.9,43.0,No,No,27.25,1013.55,9.0,4.5,41.0,Summer
19.8,37.6,0.0,15.4,10.5,46.0,No,No,28.95,1009.85,16.5,5.5,36.5,Summer
15.8,41.9,0.0,12.6,12.5,48.0,No,No,30.25,1010.4,13.0,2.5,43.0,Summer
20.5,41.2,0.0,18.4,11.8,69.0,No,No,30.25,1010.15,27.0,4.0,28.0,Summer
13.2,26.4,0.0,13.8,12.7,37.0,No,No,21.35,1019.0,15.0,2.0,48.0,Summer
10.7,28.5,0.0,8.2,8.5,30.0,No,No,21.35,1014.65,6.5,6.5,57.5,Summer
14.8,30.4,0.0,6.4,5.3,31.0,No,No,23.35,1014.1,10.5,7.5,69.0,Summer
17.7,27.9,0.0,4.8,0.0,19.0,No,No,23.65,1011.75,3.0,8.0,68.5,Summer
16.3,27.6,0.0,4.0,0.0,17.0,No,No,22.85,1004.9,4.5,7.5,67.0,Summer
19.0,29.8,0.0,4.0,1.8,30.0,No,Yes,25.45,996.45,4.0,7.0,59.5,Summer
15.6,23.4,5.4,2.6,6.4,44.0,Yes,No,18.95,1008.35,23.0,6.0,74.0,Summer
12.7,27.3,0.4,6.0,12.2,37.0,No,No,21.05,1012.7,8.0,6.5,52.0,Summer
11.5,33.6,0.0,5.6,12.1,37.0,No,No,23.7,1007.1,6.5,3.0,51.5,Summer
